crn_rank_excluded_index,reaction_i,reaction_j,reaction_i_text,reaction_j_text,zeta_i,zeta_j,passing_ordered_pairs,rank_S_upper_bound,required_rank,exclusion_reason
637,16,306,0 -> X1+X4,X1 -> X3,"(1, 0, 0, 1, 0)","(-1, 0, 1, 0, 0)",16->306;306->16,2,5,rank(S) <= m = 2 < n = 5
638,16,307,0 -> X1+X4,X1 -> X3+X5,"(1, 0, 0, 1, 0)","(-1, 0, 1, 0, 1)",16->307;307->16,2,5,rank(S) <= m = 2 < n = 5
639,16,308,0 -> X1+X4,X1 -> X3+X4,"(1, 0, 0, 1, 0)","(-1, 0, 1, 1, 0)",16->308;308->16,2,5,rank(S) <= m = 2 < n = 5
640,16,309,0 -> X1+X4,X1 -> 2X3,"(1, 0, 0, 1, 0)","(-1, 0, 2, 0, 0)",16->309;309->16,2,5,rank(S) <= m = 2 < n = 5
641,16,310,0 -> X1+X4,X1 -> X2,"(1, 0, 0, 1, 0)","(-1, 1, 0, 0, 0)",16->310;310->16,2,5,rank(S) <= m = 2 < n = 5
642,16,311,0 -> X1+X4,X1 -> X2+X5,"(1, 0, 0, 1, 0)","(-1, 1, 0, 0, 1)",16->311;311->16,2,5,rank(S) <= m = 2 < n = 5
643,16,312,0 -> X1+X4,X1 -> X2+X4,"(1, 0, 0, 1, 0)","(-1, 1, 0, 1, 0)",16->312;312->16,2,5,rank(S) <= m = 2 < n = 5
644,16,313,0 -> X1+X4,X1 -> X2+X3,"(1, 0, 0, 1, 0)","(-1, 1, 1, 0, 0)",16->313;313->16,2,5,rank(S) <= m = 2 < n = 5
645,16,314,0 -> X1+X4,X1 -> 2X2,"(1, 0, 0, 1, 0)","(-1, 2, 0, 0, 0)",16->314;314->16,2,5,rank(S) <= m = 2 < n = 5
646,16,315,0 -> X1+X4,X1 -> X1+X5,"(1, 0, 0, 1, 0)","(0, 0, 0, 0, 1)",16->315;315->16,2,5,rank(S) <= m = 2 < n = 5
647,16,316,0 -> X1+X4,X1 -> X1+X4,"(1, 0, 0, 1, 0)","(0, 0, 0, 1, 0)",16->316;316->16,2,5,rank(S) <= m = 2 < n = 5
648,16,317,0 -> X1+X4,X1 -> X1+X3,"(1, 0, 0, 1, 0)","(0, 0, 1, 0, 0)",16->317;317->16,2,5,rank(S) <= m = 2 < n = 5
649,16,318,0 -> X1+X4,X1 -> X1+X2,"(1, 0, 0, 1, 0)","(0, 1, 0, 0, 0)",16->318;318->16,2,5,rank(S) <= m = 2 < n = 5
650,16,319,0 -> X1+X4,X1 -> 2X1,"(1, 0, 0, 1, 0)","(1, 0, 0, 0, 0)",16->319;319->16,2,5,rank(S) <= m = 2 < n = 5
651,16,400,0 -> X1+X4,2X1 -> 0,"(1, 0, 0, 1, 0)","(-2, 0, 0, 0, 0)",16->400;400->16,2,5,rank(S) <= m = 2 < n = 5
652,16,401,0 -> X1+X4,2X1 -> X5,"(1, 0, 0, 1, 0)","(-2, 0, 0, 0, 1)",16->401;401->16,2,5,rank(S) <= m = 2 < n = 5
653,16,402,0 -> X1+X4,2X1 -> 2X5,"(1, 0, 0, 1, 0)","(-2, 0, 0, 0, 2)",16->402;402->16,2,5,rank(S) <= m = 2 < n = 5
654,16,403,0 -> X1+X4,2X1 -> X4,"(1, 0, 0, 1, 0)","(-2, 0, 0, 1, 0)",16->403;403->16,2,5,rank(S) <= m = 2 < n = 5
655,16,404,0 -> X1+X4,2X1 -> X4+X5,"(1, 0, 0, 1, 0)","(-2, 0, 0, 1, 1)",16->404;404->16,2,5,rank(S) <= m = 2 < n = 5
656,16,405,0 -> X1+X4,2X1 -> 2X4,"(1, 0, 0, 1, 0)","(-2, 0, 0, 2, 0)",16->405;405->16,2,5,rank(S) <= m = 2 < n = 5
657,16,406,0 -> X1+X4,2X1 -> X3,"(1, 0, 0, 1, 0)","(-2, 0, 1, 0, 0)",16->406;406->16,2,5,rank(S) <= m = 2 < n = 5
658,16,407,0 -> X1+X4,2X1 -> X3+X5,"(1, 0, 0, 1, 0)","(-2, 0, 1, 0, 1)",16->407;407->16,2,5,rank(S) <= m = 2 < n = 5
659,16,408,0 -> X1+X4,2X1 -> X3+X4,"(1, 0, 0, 1, 0)","(-2, 0, 1, 1, 0)",16->408;408->16,2,5,rank(S) <= m = 2 < n = 5
660,16,409,0 -> X1+X4,2X1 -> 2X3,"(1, 0, 0, 1, 0)","(-2, 0, 2, 0, 0)",16->409;409->16,2,5,rank(S) <= m = 2 < n = 5
661,16,410,0 -> X1+X4,2X1 -> X2,"(1, 0, 0, 1, 0)","(-2, 1, 0, 0, 0)",16->410;410->16,2,5,rank(S) <= m = 2 < n = 5
662,16,411,0 -> X1+X4,2X1 -> X2+X5,"(1, 0, 0, 1, 0)","(-2, 1, 0, 0, 1)",16->411;411->16,2,5,rank(S) <= m = 2 < n = 5
663,16,412,0 -> X1+X4,2X1 -> X2+X4,"(1, 0, 0, 1, 0)","(-2, 1, 0, 1, 0)",16->412;412->16,2,5,rank(S) <= m = 2 < n = 5
664,16,413,0 -> X1+X4,2X1 -> X2+X3,"(1, 0, 0, 1, 0)","(-2, 1, 1, 0, 0)",16->413;413->16,2,5,rank(S) <= m = 2 < n = 5
665,16,414,0 -> X1+X4,2X1 -> 2X2,"(1, 0, 0, 1, 0)","(-2, 2, 0, 0, 0)",16->414;414->16,2,5,rank(S) <= m = 2 < n = 5
666,16,415,0 -> X1+X4,2X1 -> X1,"(1, 0, 0, 1, 0)","(-1, 0, 0, 0, 0)",16->415;415->16,2,5,rank(S) <= m = 2 < n = 5
667,16,416,0 -> X1+X4,2X1 -> X1+X5,"(1, 0, 0, 1, 0)","(-1, 0, 0, 0, 1)",16->416;416->16,2,5,rank(S) <= m = 2 < n = 5
668,16,417,0 -> X1+X4,2X1 -> X1+X4,"(1, 0, 0, 1, 0)","(-1, 0, 0, 1, 0)",16->417;417->16,2,5,rank(S) <= m = 2 < n = 5
669,16,418,0 -> X1+X4,2X1 -> X1+X3,"(1, 0, 0, 1, 0)","(-1, 0, 1, 0, 0)",16->418;418->16,2,5,rank(S) <= m = 2 < n = 5
670,16,419,0 -> X1+X4,2X1 -> X1+X2,"(1, 0, 0, 1, 0)","(-1, 1, 0, 0, 0)",16->419;419->16,2,5,rank(S) <= m = 2 < n = 5
671,17,300,0 -> X1+X3,X1 -> 0,"(1, 0, 1, 0, 0)","(-1, 0, 0, 0, 0)",17->300;300->17,2,5,rank(S) <= m = 2 < n = 5
672,17,301,0 -> X1+X3,X1 -> X5,"(1, 0, 1, 0, 0)","(-1, 0, 0, 0, 1)",17->301;301->17,2,5,rank(S) <= m = 2 < n = 5
673,17,302,0 -> X1+X3,X1 -> 2X5,"(1, 0, 1, 0, 0)","(-1, 0, 0, 0, 2)",17->302;302->17,2,5,rank(S) <= m = 2 < n = 5
674,17,303,0 -> X1+X3,X1 -> X4,"(1, 0, 1, 0, 0)","(-1, 0, 0, 1, 0)",17->303;303->17,2,5,rank(S) <= m = 2 < n = 5
675,17,304,0 -> X1+X3,X1 -> X4+X5,"(1, 0, 1, 0, 0)","(-1, 0, 0, 1, 1)",17->304;304->17,2,5,rank(S) <= m = 2 < n = 5
676,17,305,0 -> X1+X3,X1 -> 2X4,"(1, 0, 1, 0, 0)","(-1, 0, 0, 2, 0)",17->305;305->17,2,5,rank(S) <= m = 2 < n = 5
677,17,306,0 -> X1+X3,X1 -> X3,"(1, 0, 1, 0, 0)","(-1, 0, 1, 0, 0)",17->306;306->17,2,5,rank(S) <= m = 2 < n = 5
678,17,307,0 -> X1+X3,X1 -> X3+X5,"(1, 0, 1, 0, 0)","(-1, 0, 1, 0, 1)",17->307;307->17,2,5,rank(S) <= m = 2 < n = 5
679,17,308,0 -> X1+X3,X1 -> X3+X4,"(1, 0, 1, 0, 0)","(-1, 0, 1, 1, 0)",17->308;308->17,2,5,rank(S) <= m = 2 < n = 5
680,17,309,0 -> X1+X3,X1 -> 2X3,"(1, 0, 1, 0, 0)","(-1, 0, 2, 0, 0)",17->309;309->17,2,5,rank(S) <= m = 2 < n = 5
681,17,310,0 -> X1+X3,X1 -> X2,"(1, 0, 1, 0, 0)","(-1, 1, 0, 0, 0)",17->310;310->17,2,5,rank(S) <= m = 2 < n = 5
682,17,311,0 -> X1+X3,X1 -> X2+X5,"(1, 0, 1, 0, 0)","(-1, 1, 0, 0, 1)",17->311;311->17,2,5,rank(S) <= m = 2 < n = 5
683,17,312,0 -> X1+X3,X1 -> X2+X4,"(1, 0, 1, 0, 0)","(-1, 1, 0, 1, 0)",17->312;312->17,2,5,rank(S) <= m = 2 < n = 5
684,17,313,0 -> X1+X3,X1 -> X2+X3,"(1, 0, 1, 0, 0)","(-1, 1, 1, 0, 0)",17->313;313->17,2,5,rank(S) <= m = 2 < n = 5
685,17,314,0 -> X1+X3,X1 -> 2X2,"(1, 0, 1, 0, 0)","(-1, 2, 0, 0, 0)",17->314;314->17,2,5,rank(S) <= m = 2 < n = 5
686,17,315,0 -> X1+X3,X1 -> X1+X5,"(1, 0, 1, 0, 0)","(0, 0, 0, 0, 1)",17->315;315->17,2,5,rank(S) <= m = 2 < n = 5
687,17,316,0 -> X1+X3,X1 -> X1+X4,"(1, 0, 1, 0, 0)","(0, 0, 0, 1, 0)",17->316;316->17,2,5,rank(S) <= m = 2 < n = 5
688,17,317,0 -> X1+X3,X1 -> X1+X3,"(1, 0, 1, 0, 0)","(0, 0, 1, 0, 0)",17->317;317->17,2,5,rank(S) <= m = 2 < n = 5
689,17,318,0 -> X1+X3,X1 -> X1+X2,"(1, 0, 1, 0, 0)","(0, 1, 0, 0, 0)",17->318;318->17,2,5,rank(S) <= m = 2 < n = 5
690,17,319,0 -> X1+X3,X1 -> 2X1,"(1, 0, 1, 0, 0)","(1, 0, 0, 0, 0)",17->319;319->17,2,5,rank(S) <= m = 2 < n = 5
691,17,400,0 -> X1+X3,2X1 -> 0,"(1, 0, 1, 0, 0)","(-2, 0, 0, 0, 0)",17->400;400->17,2,5,rank(S) <= m = 2 < n = 5
692,17,401,0 -> X1+X3,2X1 -> X5,"(1, 0, 1, 0, 0)","(-2, 0, 0, 0, 1)",17->401;401->17,2,5,rank(S) <= m = 2 < n = 5
693,17,402,0 -> X1+X3,2X1 -> 2X5,"(1, 0, 1, 0, 0)","(-2, 0, 0, 0, 2)",17->402;402->17,2,5,rank(S) <= m = 2 < n = 5
694,17,403,0 -> X1+X3,2X1 -> X4,"(1, 0, 1, 0, 0)","(-2, 0, 0, 1, 0)",17->403;403->17,2,5,rank(S) <= m = 2 < n = 5
695,17,404,0 -> X1+X3,2X1 -> X4+X5,"(1, 0, 1, 0, 0)","(-2, 0, 0, 1, 1)",17->404;404->17,2,5,rank(S) <= m = 2 < n = 5
696,17,405,0 -> X1+X3,2X1 -> 2X4,"(1, 0, 1, 0, 0)","(-2, 0, 0, 2, 0)",17->405;405->17,2,5,rank(S) <= m = 2 < n = 5
697,17,406,0 -> X1+X3,2X1 -> X3,"(1, 0, 1, 0, 0)","(-2, 0, 1, 0, 0)",17->406;406->17,2,5,rank(S) <= m = 2 < n = 5
698,17,407,0 -> X1+X3,2X1 -> X3+X5,"(1, 0, 1, 0, 0)","(-2, 0, 1, 0, 1)",17->407;407->17,2,5,rank(S) <= m = 2 < n = 5
699,17,408,0 -> X1+X3,2X1 -> X3+X4,"(1, 0, 1, 0, 0)","(-2, 0, 1, 1, 0)",17->408;408->17,2,5,rank(S) <= m = 2 < n = 5
700,17,409,0 -> X1+X3,2X1 -> 2X3,"(1, 0, 1, 0, 0)","(-2, 0, 2, 0, 0)",17->409;409->17,2,5,rank(S) <= m = 2 < n = 5
701,17,410,0 -> X1+X3,2X1 -> X2,"(1, 0, 1, 0, 0)","(-2, 1, 0, 0, 0)",17->410;410->17,2,5,rank(S) <= m = 2 < n = 5
702,17,411,0 -> X1+X3,2X1 -> X2+X5,"(1, 0, 1, 0, 0)","(-2, 1, 0, 0, 1)",17->411;411->17,2,5,rank(S) <= m = 2 < n = 5
703,17,412,0 -> X1+X3,2X1 -> X2+X4,"(1, 0, 1, 0, 0)","(-2, 1, 0, 1, 0)",17->412;412->17,2,5,rank(S) <= m = 2 < n = 5
704,17,413,0 -> X1+X3,2X1 -> X2+X3,"(1, 0, 1, 0, 0)","(-2, 1, 1, 0, 0)",17->413;413->17,2,5,rank(S) <= m = 2 < n = 5
705,17,414,0 -> X1+X3,2X1 -> 2X2,"(1, 0, 1, 0, 0)","(-2, 2, 0, 0, 0)",17->414;414->17,2,5,rank(S) <= m = 2 < n = 5
706,17,415,0 -> X1+X3,2X1 -> X1,"(1, 0, 1, 0, 0)","(-1, 0, 0, 0, 0)",17->415;415->17,2,5,rank(S) <= m = 2 < n = 5
707,17,416,0 -> X1+X3,2X1 -> X1+X5,"(1, 0, 1, 0, 0)","(-1, 0, 0, 0, 1)",17->416;416->17,2,5,rank(S) <= m = 2 < n = 5
708,17,417,0 -> X1+X3,2X1 -> X1+X4,"(1, 0, 1, 0, 0)","(-1, 0, 0, 1, 0)",17->417;417->17,2,5,rank(S) <= m = 2 < n = 5
709,17,418,0 -> X1+X3,2X1 -> X1+X3,"(1, 0, 1, 0, 0)","(-1, 0, 1, 0, 0)",17->418;418->17,2,5,rank(S) <= m = 2 < n = 5
710,17,419,0 -> X1+X3,2X1 -> X1+X2,"(1, 0, 1, 0, 0)","(-1, 1, 0, 0, 0)",17->419;419->17,2,5,rank(S) <= m = 2 < n = 5
711,18,300,0 -> X1+X2,X1 -> 0,"(1, 1, 0, 0, 0)","(-1, 0, 0, 0, 0)",18->300;300->18,2,5,rank(S) <= m = 2 < n = 5
712,18,301,0 -> X1+X2,X1 -> X5,"(1, 1, 0, 0, 0)","(-1, 0, 0, 0, 1)",18->301;301->18,2,5,rank(S) <= m = 2 < n = 5
713,18,302,0 -> X1+X2,X1 -> 2X5,"(1, 1, 0, 0, 0)","(-1, 0, 0, 0, 2)",18->302;302->18,2,5,rank(S) <= m = 2 < n = 5
714,18,303,0 -> X1+X2,X1 -> X4,"(1, 1, 0, 0, 0)","(-1, 0, 0, 1, 0)",18->303;303->18,2,5,rank(S) <= m = 2 < n = 5
715,18,304,0 -> X1+X2,X1 -> X4+X5,"(1, 1, 0, 0, 0)","(-1, 0, 0, 1, 1)",18->304;304->18,2,5,rank(S) <= m = 2 < n = 5
716,18,305,0 -> X1+X2,X1 -> 2X4,"(1, 1, 0, 0, 0)","(-1, 0, 0, 2, 0)",18->305;305->18,2,5,rank(S) <= m = 2 < n = 5
717,18,306,0 -> X1+X2,X1 -> X3,"(1, 1, 0, 0, 0)","(-1, 0, 1, 0, 0)",18->306;306->18,2,5,rank(S) <= m = 2 < n = 5
718,18,307,0 -> X1+X2,X1 -> X3+X5,"(1, 1, 0, 0, 0)","(-1, 0, 1, 0, 1)",18->307;307->18,2,5,rank(S) <= m = 2 < n = 5
719,18,308,0 -> X1+X2,X1 -> X3+X4,"(1, 1, 0, 0, 0)","(-1, 0, 1, 1, 0)",18->308;308->18,2,5,rank(S) <= m = 2 < n = 5
720,18,309,0 -> X1+X2,X1 -> 2X3,"(1, 1, 0, 0, 0)","(-1, 0, 2, 0, 0)",18->309;309->18,2,5,rank(S) <= m = 2 < n = 5
721,18,310,0 -> X1+X2,X1 -> X2,"(1, 1, 0, 0, 0)","(-1, 1, 0, 0, 0)",18->310;310->18,2,5,rank(S) <= m = 2 < n = 5
722,18,311,0 -> X1+X2,X1 -> X2+X5,"(1, 1, 0, 0, 0)","(-1, 1, 0, 0, 1)",18->311;311->18,2,5,rank(S) <= m = 2 < n = 5
723,18,312,0 -> X1+X2,X1 -> X2+X4,"(1, 1, 0, 0, 0)","(-1, 1, 0, 1, 0)",18->312;312->18,2,5,rank(S) <= m = 2 < n = 5
724,18,313,0 -> X1+X2,X1 -> X2+X3,"(1, 1, 0, 0, 0)","(-1, 1, 1, 0, 0)",18->313;313->18,2,5,rank(S) <= m = 2 < n = 5
725,18,314,0 -> X1+X2,X1 -> 2X2,"(1, 1, 0, 0, 0)","(-1, 2, 0, 0, 0)",18->314;314->18,2,5,rank(S) <= m = 2 < n = 5
726,18,315,0 -> X1+X2,X1 -> X1+X5,"(1, 1, 0, 0, 0)","(0, 0, 0, 0, 1)",18->315;315->18,2,5,rank(S) <= m = 2 < n = 5
727,18,316,0 -> X1+X2,X1 -> X1+X4,"(1, 1, 0, 0, 0)","(0, 0, 0, 1, 0)",18->316;316->18,2,5,rank(S) <= m = 2 < n = 5
728,18,317,0 -> X1+X2,X1 -> X1+X3,"(1, 1, 0, 0, 0)","(0, 0, 1, 0, 0)",18->317;317->18,2,5,rank(S) <= m = 2 < n = 5
729,18,318,0 -> X1+X2,X1 -> X1+X2,"(1, 1, 0, 0, 0)","(0, 1, 0, 0, 0)",18->318;318->18,2,5,rank(S) <= m = 2 < n = 5
730,18,319,0 -> X1+X2,X1 -> 2X1,"(1, 1, 0, 0, 0)","(1, 0, 0, 0, 0)",18->319;319->18,2,5,rank(S) <= m = 2 < n = 5
731,18,400,0 -> X1+X2,2X1 -> 0,"(1, 1, 0, 0, 0)","(-2, 0, 0, 0, 0)",18->400;400->18,2,5,rank(S) <= m = 2 < n = 5
732,18,401,0 -> X1+X2,2X1 -> X5,"(1, 1, 0, 0, 0)","(-2, 0, 0, 0, 1)",18->401;401->18,2,5,rank(S) <= m = 2 < n = 5
733,18,402,0 -> X1+X2,2X1 -> 2X5,"(1, 1, 0, 0, 0)","(-2, 0, 0, 0, 2)",18->402;402->18,2,5,rank(S) <= m = 2 < n = 5
734,18,403,0 -> X1+X2,2X1 -> X4,"(1, 1, 0, 0, 0)","(-2, 0, 0, 1, 0)",18->403;403->18,2,5,rank(S) <= m = 2 < n = 5
735,18,404,0 -> X1+X2,2X1 -> X4+X5,"(1, 1, 0, 0, 0)","(-2, 0, 0, 1, 1)",18->404;404->18,2,5,rank(S) <= m = 2 < n = 5
736,18,405,0 -> X1+X2,2X1 -> 2X4,"(1, 1, 0, 0, 0)","(-2, 0, 0, 2, 0)",18->405;405->18,2,5,rank(S) <= m = 2 < n = 5
737,18,406,0 -> X1+X2,2X1 -> X3,"(1, 1, 0, 0, 0)","(-2, 0, 1, 0, 0)",18->406;406->18,2,5,rank(S) <= m = 2 < n = 5
738,18,407,0 -> X1+X2,2X1 -> X3+X5,"(1, 1, 0, 0, 0)","(-2, 0, 1, 0, 1)",18->407;407->18,2,5,rank(S) <= m = 2 < n = 5
739,18,408,0 -> X1+X2,2X1 -> X3+X4,"(1, 1, 0, 0, 0)","(-2, 0, 1, 1, 0)",18->408;408->18,2,5,rank(S) <= m = 2 < n = 5
740,18,409,0 -> X1+X2,2X1 -> 2X3,"(1, 1, 0, 0, 0)","(-2, 0, 2, 0, 0)",18->409;409->18,2,5,rank(S) <= m = 2 < n = 5
741,18,410,0 -> X1+X2,2X1 -> X2,"(1, 1, 0, 0, 0)","(-2, 1, 0, 0, 0)",18->410;410->18,2,5,rank(S) <= m = 2 < n = 5
742,18,411,0 -> X1+X2,2X1 -> X2+X5,"(1, 1, 0, 0, 0)","(-2, 1, 0, 0, 1)",18->411;411->18,2,5,rank(S) <= m = 2 < n = 5
743,18,412,0 -> X1+X2,2X1 -> X2+X4,"(1, 1, 0, 0, 0)","(-2, 1, 0, 1, 0)",18->412;412->18,2,5,rank(S) <= m = 2 < n = 5
744,18,413,0 -> X1+X2,2X1 -> X2+X3,"(1, 1, 0, 0, 0)","(-2, 1, 1, 0, 0)",18->413;413->18,2,5,rank(S) <= m = 2 < n = 5
745,18,414,0 -> X1+X2,2X1 -> 2X2,"(1, 1, 0, 0, 0)","(-2, 2, 0, 0, 0)",18->414;414->18,2,5,rank(S) <= m = 2 < n = 5
746,18,415,0 -> X1+X2,2X1 -> X1,"(1, 1, 0, 0, 0)","(-1, 0, 0, 0, 0)",18->415;415->18,2,5,rank(S) <= m = 2 < n = 5
747,18,416,0 -> X1+X2,2X1 -> X1+X5,"(1, 1, 0, 0, 0)","(-1, 0, 0, 0, 1)",18->416;416->18,2,5,rank(S) <= m = 2 < n = 5
748,18,417,0 -> X1+X2,2X1 -> X1+X4,"(1, 1, 0, 0, 0)","(-1, 0, 0, 1, 0)",18->417;417->18,2,5,rank(S) <= m = 2 < n = 5
749,18,418,0 -> X1+X2,2X1 -> X1+X3,"(1, 1, 0, 0, 0)","(-1, 0, 1, 0, 0)",18->418;418->18,2,5,rank(S) <= m = 2 < n = 5
750,18,419,0 -> X1+X2,2X1 -> X1+X2,"(1, 1, 0, 0, 0)","(-1, 1, 0, 0, 0)",18->419;419->18,2,5,rank(S) <= m = 2 < n = 5
751,19,300,0 -> 2X1,X1 -> 0,"(2, 0, 0, 0, 0)","(-1, 0, 0, 0, 0)",19->300;300->19,2,5,rank(S) <= m = 2 < n = 5
752,19,301,0 -> 2X1,X1 -> X5,"(2, 0, 0, 0, 0)","(-1, 0, 0, 0, 1)",19->301;301->19,2,5,rank(S) <= m = 2 < n = 5
753,19,302,0 -> 2X1,X1 -> 2X5,"(2, 0, 0, 0, 0)","(-1, 0, 0, 0, 2)",19->302;302->19,2,5,rank(S) <= m = 2 < n = 5
754,19,303,0 -> 2X1,X1 -> X4,"(2, 0, 0, 0, 0)","(-1, 0, 0, 1, 0)",19->303;303->19,2,5,rank(S) <= m = 2 < n = 5
755,19,304,0 -> 2X1,X1 -> X4+X5,"(2, 0, 0, 0, 0)","(-1, 0, 0, 1, 1)",19->304;304->19,2,5,rank(S) <= m = 2 < n = 5
756,19,305,0 -> 2X1,X1 -> 2X4,"(2, 0, 0, 0, 0)","(-1, 0, 0, 2, 0)",19->305;305->19,2,5,rank(S) <= m = 2 < n = 5
757,19,306,0 -> 2X1,X1 -> X3,"(2, 0, 0, 0, 0)","(-1, 0, 1, 0, 0)",19->306;306->19,2,5,rank(S) <= m = 2 < n = 5
758,19,307,0 -> 2X1,X1 -> X3+X5,"(2, 0, 0, 0, 0)","(-1, 0, 1, 0, 1)",19->307;307->19,2,5,rank(S) <= m = 2 < n = 5
759,19,308,0 -> 2X1,X1 -> X3+X4,"(2, 0, 0, 0, 0)","(-1, 0, 1, 1, 0)",19->308;308->19,2,5,rank(S) <= m = 2 < n = 5
760,19,309,0 -> 2X1,X1 -> 2X3,"(2, 0, 0, 0, 0)","(-1, 0, 2, 0, 0)",19->309;309->19,2,5,rank(S) <= m = 2 < n = 5
761,19,310,0 -> 2X1,X1 -> X2,"(2, 0, 0, 0, 0)","(-1, 1, 0, 0, 0)",19->310;310->19,2,5,rank(S) <= m = 2 < n = 5
762,19,311,0 -> 2X1,X1 -> X2+X5,"(2, 0, 0, 0, 0)","(-1, 1, 0, 0, 1)",19->311;311->19,2,5,rank(S) <= m = 2 < n = 5
763,19,312,0 -> 2X1,X1 -> X2+X4,"(2, 0, 0, 0, 0)","(-1, 1, 0, 1, 0)",19->312;312->19,2,5,rank(S) <= m = 2 < n = 5
764,19,313,0 -> 2X1,X1 -> X2+X3,"(2, 0, 0, 0, 0)","(-1, 1, 1, 0, 0)",19->313;313->19,2,5,rank(S) <= m = 2 < n = 5
765,19,314,0 -> 2X1,X1 -> 2X2,"(2, 0, 0, 0, 0)","(-1, 2, 0, 0, 0)",19->314;314->19,2,5,rank(S) <= m = 2 < n = 5
766,19,315,0 -> 2X1,X1 -> X1+X5,"(2, 0, 0, 0, 0)","(0, 0, 0, 0, 1)",19->315;315->19,2,5,rank(S) <= m = 2 < n = 5
767,19,316,0 -> 2X1,X1 -> X1+X4,"(2, 0, 0, 0, 0)","(0, 0, 0, 1, 0)",19->316;316->19,2,5,rank(S) <= m = 2 < n = 5
768,19,317,0 -> 2X1,X1 -> X1+X3,"(2, 0, 0, 0, 0)","(0, 0, 1, 0, 0)",19->317;317->19,2,5,rank(S) <= m = 2 < n = 5
769,19,318,0 -> 2X1,X1 -> X1+X2,"(2, 0, 0, 0, 0)","(0, 1, 0, 0, 0)",19->318;318->19,2,5,rank(S) <= m = 2 < n = 5
770,19,400,0 -> 2X1,2X1 -> 0,"(2, 0, 0, 0, 0)","(-2, 0, 0, 0, 0)",19->400;400->19,2,5,rank(S) <= m = 2 < n = 5
771,19,401,0 -> 2X1,2X1 -> X5,"(2, 0, 0, 0, 0)","(-2, 0, 0, 0, 1)",19->401;401->19,2,5,rank(S) <= m = 2 < n = 5
772,19,402,0 -> 2X1,2X1 -> 2X5,"(2, 0, 0, 0, 0)","(-2, 0, 0, 0, 2)",19->402;402->19,2,5,rank(S) <= m = 2 < n = 5
773,19,403,0 -> 2X1,2X1 -> X4,"(2, 0, 0, 0, 0)","(-2, 0, 0, 1, 0)",19->403;403->19,2,5,rank(S) <= m = 2 < n = 5
774,19,404,0 -> 2X1,2X1 -> X4+X5,"(2, 0, 0, 0, 0)","(-2, 0, 0, 1, 1)",19->404;404->19,2,5,rank(S) <= m = 2 < n = 5
775,19,405,0 -> 2X1,2X1 -> 2X4,"(2, 0, 0, 0, 0)","(-2, 0, 0, 2, 0)",19->405;405->19,2,5,rank(S) <= m = 2 < n = 5
776,19,406,0 -> 2X1,2X1 -> X3,"(2, 0, 0, 0, 0)","(-2, 0, 1, 0, 0)",19->406;406->19,2,5,rank(S) <= m = 2 < n = 5
777,19,407,0 -> 2X1,2X1 -> X3+X5,"(2, 0, 0, 0, 0)","(-2, 0, 1, 0, 1)",19->407;407->19,2,5,rank(S) <= m = 2 < n = 5
778,19,408,0 -> 2X1,2X1 -> X3+X4,"(2, 0, 0, 0, 0)","(-2, 0, 1, 1, 0)",19->408;408->19,2,5,rank(S) <= m = 2 < n = 5
779,19,409,0 -> 2X1,2X1 -> 2X3,"(2, 0, 0, 0, 0)","(-2, 0, 2, 0, 0)",19->409;409->19,2,5,rank(S) <= m = 2 < n = 5
780,19,410,0 -> 2X1,2X1 -> X2,"(2, 0, 0, 0, 0)","(-2, 1, 0, 0, 0)",19->410;410->19,2,5,rank(S) <= m = 2 < n = 5
781,19,411,0 -> 2X1,2X1 -> X2+X5,"(2, 0, 0, 0, 0)","(-2, 1, 0, 0, 1)",19->411;411->19,2,5,rank(S) <= m = 2 < n = 5
782,19,412,0 -> 2X1,2X1 -> X2+X4,"(2, 0, 0, 0, 0)","(-2, 1, 0, 1, 0)",19->412;412->19,2,5,rank(S) <= m = 2 < n = 5
783,19,413,0 -> 2X1,2X1 -> X2+X3,"(2, 0, 0, 0, 0)","(-2, 1, 1, 0, 0)",19->413;413->19,2,5,rank(S) <= m = 2 < n = 5
784,19,414,0 -> 2X1,2X1 -> 2X2,"(2, 0, 0, 0, 0)","(-2, 2, 0, 0, 0)",19->414;414->19,2,5,rank(S) <= m = 2 < n = 5
785,19,415,0 -> 2X1,2X1 -> X1,"(2, 0, 0, 0, 0)","(-1, 0, 0, 0, 0)",19->415;415->19,2,5,rank(S) <= m = 2 < n = 5
786,19,416,0 -> 2X1,2X1 -> X1+X5,"(2, 0, 0, 0, 0)","(-1, 0, 0, 0, 1)",19->416;416->19,2,5,rank(S) <= m = 2 < n = 5
787,19,417,0 -> 2X1,2X1 -> X1+X4,"(2, 0, 0, 0, 0)","(-1, 0, 0, 1, 0)",19->417;417->19,2,5,rank(S) <= m = 2 < n = 5
788,19,418,0 -> 2X1,2X1 -> X1+X3,"(2, 0, 0, 0, 0)","(-1, 0, 1, 0, 0)",19->418;418->19,2,5,rank(S) <= m = 2 < n = 5
789,19,419,0 -> 2X1,2X1 -> X1+X2,"(2, 0, 0, 0, 0)","(-1, 1, 0, 0, 0)",19->419;419->19,2,5,rank(S) <= m = 2 < n = 5
790,20,320,X5 -> 0,X1+X5 -> 0,"(0, 0, 0, 0, -1)","(-1, 0, 0, 0, -1)",20->320;320->20,2,5,rank(S) <= m = 2 < n = 5
